shipping_id,company_id,shuttle_location,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,company_rating,company_location,total_fleet_count,iata_approved
48747,13525,Malta,Plasma,ThetaBase Services,2,4,strict,2,0,0,2170.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,21,0.3,1.0,Nauru,1,0
43966,29563,Sao Tome and Principe,Plasma,ThetaBase Services,1,2,flexible,1,0,0,1715.0,85.0,9.0,9.0,10.0,10.0,9.0,9.0,4,0.13,1.0,Jersey,2,0
18155,794,Malta,Quantum,ThetaBase Services,1,1,moderate,1,0,0,1767.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,134,1.51,1.0,Indonesia,1,0
58876,283,Kiribati,Quantum,ThetaBase Services,1,2,strict,1,0,0,1845.0,70.0,9.0,9.0,10.0,10.0,9.0,7.0,5,0.06,1.0,United Kingdom,1,1
24706,20847,Barbados,Plasma,ThetaBase Services,1,2,moderate,1,0,0,2157.0,100.0,10.0,10.0,6.0,10.0,8.0,10.0,1,0.01,1.0,Bouvet Island (Bouvetoya),2,1
70604,14602,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,2,4,strict,3,0,0,1650.0,96.0,10.0,9.0,9.0,10.0,9.0,9.0,18,0.21,1.0,Malawi,1,1
22234,37646,United Kingdom,Plasma,ThetaBase Services,1,3,strict,1,1,0,2872.0,73.0,7.0,9.0,9.0,9.0,9.0,8.0,7,0.1,1.0,Estonia,60,0
16340,45546,Nicaragua,Plasma,ThetaBase Services,1,4,strict,3,0,0,2105.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,42,0.49,1.0,Cape Verde,19,1
41203,37646,Rwanda,Plasma,ThetaBase Services,2,5,strict,2,1,0,3015.0,83.0,8.0,8.0,8.0,8.0,9.0,9.0,20,0.29,1.0,Estonia,60,0
17610,39713,United Kingdom,Quantum,ThetaBase Services,1,2,strict,1,1,0,1325.0,94.0,9.0,10.0,10.0,10.0,9.0,9.0,63,0.73,1.0,Denmark,4,0
6684,6518,Rwanda,Plasma,ThetaBase Services,2,5,strict,2,0,0,2560.0,87.0,9.0,8.0,9.0,10.0,9.0,9.0,30,0.35,1.0,Uzbekistan,1,0
31569,32603,United Kingdom,Plasma,ThetaBase Services,2,6,strict,3,0,0,3990.0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,193,2.27,0.83,Nicaragua,4,1
13839,9829,Malta,Quantum,ThetaBase Services,2,2,strict,2,0,0,1585.0,100.0,10.0,10.0,10.0,8.0,10.0,10.0,2,0.02,0.7,Nauru,1,0
32376,10204,United Kingdom,Quantum,ThetaBase Services,1,3,strict,2,0,0,1585.0,92.0,10.0,10.0,9.0,9.0,10.0,9.0,431,5.0,1.0,Nicaragua,5,1
35048,45546,Russian Federation,Plasma,ThetaBase Services,2,4,strict,3,0,0,3405.0,93.0,10.0,9.0,9.0,10.0,10.0,9.0,46,0.53,1.0,Cape Verde,19,1
77029,17703,Malta,Plasma,ThetaBase Services,1,3,moderate,1,0,0,2430.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,108,1.34,1.0,Marshall Islands,1,0
57334,293,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,1,moderate,1,0,0,1390.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,28,0.33,1.0,Lebanon,1,0
2266,44853,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,3,8,strict,4,0,0,2469.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,21,0.25,1.0,Lebanon,2,0
24650,28458,Rwanda,Plasma,ThetaBase Services,1,2,strict,2,0,0,2300.0,91.0,9.0,9.0,9.0,9.0,8.0,9.0,29,0.35,1.0,Turkmenistan,6,0
40761,24133,Nicaragua,Plasma,ThetaBase Services,1,4,strict,3,0,0,2040.0,82.0,9.0,8.0,9.0,10.0,9.0,8.0,134,1.56,1.0,Cuba,1,1
8691,4237,United Kingdom,Quantum,ThetaBase Services,1,2,strict,1,0,0,1325.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,38,0.47,0.33,Holy See (Vatican City State),1,0
48391,39724,Sao Tome and Principe,Quantum,ThetaBase Services,1,1,strict,1,1,0,1325.0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,120,1.45,0.86,Sao Tome and Principe,2,0
56396,32659,Nicaragua,Quantum,ThetaBase Services,1,1,strict,1,0,0,1585.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,471,5.49,1.0,Cuba,1,1
55579,10204,United Kingdom,Quantum,ThetaBase Services,1,3,strict,2,0,0,1481.0,93.0,9.0,10.0,9.0,10.0,10.0,9.0,390,4.58,1.0,Nicaragua,5,1
28853,36659,Anguilla,Quantum,ThetaBase Services,1,1,moderate,1,0,0,1247.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,43,0.5,1.0,Anguilla,2,1
68424,31686,Russian Federation,Quantum,ThetaBase Services,2,3,moderate,2,0,0,1910.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,39,0.46,1.0,Finland,1,1
14058,8654,Malta,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1312.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,8,1.27,1.0,Christmas Island,3,0
42319,38347,Malta,Quantum,ThetaBase Services,1,1,moderate,1,1,0,1429.0,93.0,10.0,10.0,9.0,10.0,10.0,9.0,67,1.75,1.0,El Salvador,1,0
44970,46667,Anguilla,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1520.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,67,0.82,1.0,United Kingdom,1,0
38755,37392,Costa Rica,Quantum,ThetaBase Services,1,2,strict,1,0,0,1845.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,8,0.16,1.0,Micronesia,7,1
62135,1499,Russian Federation,Plasma,ThetaBase Services,1,2,strict,1,0,0,2105.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,37,0.75,1.0,Tonga,2,1
65506,15164,United Kingdom,Quantum,ThetaBase Services,1,2,strict,1,0,0,1247.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0.02,1.0,Tanzania,2,1
53927,21341,Barbados,Plasma,ThetaBase Services,1,2,strict,1,1,0,1780.0,98.0,10.0,10.0,9.0,10.0,9.0,9.0,17,0.21,0.8,Tonga,1,0
31148,34203,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,2,moderate,1,0,0,2820.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,74,0.95,1.0,Uzbekistan,2,1
62620,34259,Sao Tome and Principe,Plasma,ThetaBase Services,2,4,strict,2,1,0,2950.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,16,0.23,1.0,Sao Tome and Principe,2,1
57908,8442,United Kingdom,Quantum,ThetaBase Services,1,2,strict,1,1,0,1559.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,343,4.26,1.0,Tunisia,2,1
61273,39724,Sao Tome and Principe,Quantum,ThetaBase Services,1,2,strict,1,1,0,1494.0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,120,1.51,0.86,Sao Tome and Principe,2,0
69882,34126,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,2,strict,1,0,0,1845.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.02,1.0,French Guiana,1,1
46698,3777,Uzbekistan,Quantum,ThetaBase Services,1,2,strict,1,0,0,1325.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,150,1.89,1.0,Kiribati,1,1
62223,40390,Malta,Plasma,ThetaBase Services,2,5,strict,2,1,0,2001.0,86.0,9.0,8.0,10.0,9.0,9.0,9.0,160,2.11,1.0,Marshall Islands,2,1
69763,34259,Sao Tome and Principe,Quantum,ThetaBase Services,1,2,moderate,1,1,0,1650.0,97.0,9.0,10.0,10.0,10.0,9.0,9.0,201,2.49,1.0,Sao Tome and Principe,2,1
14185,10950,Mexico,Quantum,ThetaBase Services,1,2,flexible,1,1,0,1130.0,80.0,8.0,6.0,10.0,10.0,10.0,7.0,2,0.21,1.0,Greenland,1,0
29920,27316,Bosnia and Herzegovina,Quantum,ThetaBase Services,1,1,strict,1,0,0,1130.0,83.0,8.0,8.0,9.0,9.0,8.0,8.0,23,0.36,1.0,Puerto Rico,5,0
55265,34753,Malta,Plasma,ThetaBase Services,2,5,strict,2,0,0,2105.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,11,0.81,1.0,El Salvador,1,1
48917,1539,Faroe Islands,Quantum,ThetaBase Services,1,2,strict,1,0,0,1520.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.06,1.0,Micronesia,3,0
25889,36524,Russian Federation,Quantum,ThetaBase Services,1,2,strict,1,1,0,2144.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,56,1.99,1.0,Saint Helena,8,1
71387,4306,Micronesia,Plasma,ThetaBase Services,1,4,moderate,1,1,0,3145.0,85.0,9.0,8.0,9.0,9.0,10.0,8.0,193,2.39,0.83,China,3,0
50007,10079,Micronesia,Plasma,ThetaBase Services,2,4,strict,2,0,0,2820.0,91.0,9.0,9.0,9.0,9.0,10.0,9.0,96,1.26,1.0,Rwanda,1,0
63296,27316,Bosnia and Herzegovina,Quantum,ThetaBase Services,1,2,strict,2,0,0,1260.0,80.0,10.0,9.0,9.0,10.0,9.0,9.0,6,0.08,1.0,Puerto Rico,5,0
1245,33823,Gambia,Plasma,ThetaBase Services,2,6,strict,4,0,0,2690.0,85.0,9.0,8.0,9.0,9.0,9.0,9.0,34,0.5,0.78,France,17,1
27694,19806,Rwanda,Plasma,ThetaBase Services,2,4,moderate,2,0,0,2820.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,24,0.45,0.6,Papua New Guinea,1,0
15821,19934,Rwanda,Plasma,ThetaBase Services,2,6,strict,2,0,0,4445.0,94.0,9.0,10.0,10.0,10.0,9.0,9.0,84,1.04,1.0,Svalbard & Jan Mayen Islands,2,1
45164,22324,Rwanda,Plasma,ThetaBase Services,2,6,moderate,3,1,0,2755.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,18,0.24,1.0,Venezuela,6,1
30759,10865,Nicaragua,Quantum,ThetaBase Services,1,2,strict,1,1,0,2027.0,88.0,9.0,8.0,10.0,10.0,9.0,9.0,52,0.65,0.88,Isle of Man,2,1
58248,31381,Malta,Quantum,ThetaBase Services,1,1,flexible,1,1,0,1325.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,47,0.58,1.0,Niue,2,0
3928,31381,Malta,Quantum,ThetaBase Services,1,1,moderate,1,1,0,1325.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,133,1.63,1.0,Niue,2,0
45061,2115,Nicaragua,Quantum,"Banks, Wood and Phillips",1,3,strict,1,0,0,1546.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,440,5.39,1.0,Jersey,2,1
9738,2115,Nicaragua,Plasma,ThetaBase Services,1,5,strict,2,0,0,2950.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,29,0.47,1.0,Jersey,2,1
25137,41207,Rwanda,Quantum,ThetaBase Services,1,1,flexible,1,0,0,1351.0,90.0,9.0,8.0,10.0,10.0,9.0,9.0,116,1.42,1.0,Svalbard & Jan Mayen Islands,1,1
59532,22030,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,moderate,1,0,0,1325.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,122,1.51,1.0,French Guiana,3,1
28342,31871,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,strict,1,0,0,1585.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,246,3.01,1.0,Uzbekistan,1,1
61194,37632,Uzbekistan,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1520.0,93.0,9.0,10.0,9.0,10.0,9.0,9.0,27,0.33,1.0,Costa Rica,2,0
2390,14700,Barbados,Quantum,ThetaBase Services,1,2,strict,1,0,0,1650.0,91.0,10.0,8.0,10.0,10.0,10.0,9.0,34,0.63,1.0,Montserrat,3,0
50943,14700,Barbados,Quantum,ThetaBase Services,1,1,strict,1,0,0,1520.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,35,0.43,1.0,Montserrat,3,0
18325,48879,Russian Federation,Quantum,ThetaBase Services,1,1,strict,1,0,0,1416.0,92.0,10.0,9.0,10.0,9.0,9.0,9.0,30,0.44,1.0,Russian Federation,1,1
76729,37662,Micronesia,Plasma,ThetaBase Services,3,5,flexible,3,0,0,4510.0,96.0,10.0,8.0,10.0,10.0,10.0,9.0,10,0.15,1.0,Kenya,2,1
30461,10195,Rwanda,Plasma,ThetaBase Services,1,2,strict,1,0,0,1780.0,91.0,9.0,10.0,10.0,9.0,9.0,9.0,21,0.27,1.0,Croatia,1,1
75029,7802,Anguilla,Plasma,ThetaBase Services,1,2,flexible,1,0,0,1520.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,156,1.92,1.0,Anguilla,1,1
5819,37117,Barbados,Quantum,ThetaBase Services,0,2,strict,1,1,0,2833.0,92.0,9.0,9.0,9.0,10.0,10.0,9.0,161,1.99,1.0,Slovakia (Slovak Republic),2,1
21106,33956,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,strict,1,0,0,1390.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,58,0.74,1.0,Lebanon,1,1
62917,17650,United Kingdom,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1195.0,90.0,9.0,10.0,10.0,10.0,10.0,10.0,2,0.45,1.0,Tanzania,1,0
63824,39467,United Kingdom,Plasma,ThetaBase Services,1,2,strict,1,0,0,2040.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,286,3.55,1.0,Nicaragua,4,1
28814,5223,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,strict,1,0,0,1793.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,102,1.27,1.0,Chile,1,1
37297,33400,Estonia,Quantum,ThetaBase Services,1,1,strict,1,1,0,1195.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,169,2.14,0.97,Zimbabwe,5,1
11190,33400,Estonia,Quantum,ThetaBase Services,1,3,moderate,2,1,0,1416.0,86.0,9.0,8.0,9.0,9.0,9.0,9.0,129,1.74,0.97,Zimbabwe,5,1
16187,13831,Russian Federation,Quantum,ThetaBase Services,1,2,moderate,1,1,0,1494.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,133,1.9,1.0,Russian Federation,1,1
26349,43481,Russian Federation,Quantum,ThetaBase Services,1,2,strict,2,0,0,1585.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,35,0.54,1.0,Russian Federation,4,1
9169,24781,Rwanda,Quantum,ThetaBase Services,1,2,moderate,1,1,0,1845.0,94.0,9.0,9.0,10.0,10.0,8.0,9.0,54,0.67,1.0,Svalbard & Jan Mayen Islands,1,1
26104,23308,Russian Federation,Plasma,ThetaBase Services,1,4,strict,1,0,0,2170.0,86.0,9.0,8.0,9.0,10.0,9.0,9.0,73,0.96,1.0,Tonga,2,1
24698,1539,Faroe Islands,Quantum,ThetaBase Services,1,2,flexible,2,0,0,1520.0,93.0,9.0,9.0,10.0,10.0,9.0,10.0,3,0.15,1.0,Micronesia,3,0
50222,30435,Nicaragua,Plasma,ThetaBase Services,2,7,strict,3,1,0,3171.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,39,0.49,0.99,Cape Verde,41,0
34345,12017,Niue,Plasma,ThetaBase Services,5,12,strict,7,0,0,4770.0,98.0,10.0,9.0,10.0,10.0,9.0,9.0,23,0.33,1.0,Guinea,1,0
55690,3840,Rwanda,Plasma,ThetaBase Services,2,4,strict,2,1,0,1975.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,7,0.42,1.0,Estonia,1,1
2915,1539,Faroe Islands,Quantum,ThetaBase Services,2,4,strict,3,0,0,2170.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,4,0.06,1.0,Micronesia,3,0
46073,22091,Indonesia,Plasma,ThetaBase Services,2,4,strict,2,1,0,1910.0,88.0,9.0,9.0,9.0,10.0,9.0,10.0,15,0.22,1.0,Faroe Islands,9,0
7998,1294,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,2,strict,1,0,0,1585.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,41,0.52,1.0,Lebanon,1,0
41774,38836,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,moderate,2,1,0,1845.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,16,0.26,1.0,Lebanon,3,0
18936,44046,Nicaragua,Plasma,ThetaBase Services,1,2,strict,1,0,0,2495.0,97.0,10.0,10.0,9.0,10.0,10.0,9.0,42,0.54,1.0,Cuba,1,1
5833,35176,Bouvet Island (Bouvetoya),Plasma,"Banks, Wood and Phillips",5,7,strict,5,0,0,2495.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,66,0.83,1.0,Chile,3,1
49989,33514,Malta,Plasma,"Banks, Wood and Phillips",1,1,moderate,1,1,0,1520.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,22,0.4,1.0,Marshall Islands,2,1
69391,21642,United Kingdom,Quantum,ThetaBase Services,1,2,flexible,1,1,0,1195.0,85.0,9.0,9.0,9.0,9.0,8.0,9.0,56,0.77,1.0,Denmark,1,0
36278,27227,Nicaragua,Plasma,ThetaBase Services,1,2,moderate,1,0,0,2040.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,68,1.03,1.0,Isle of Man,2,1
23716,32651,United Kingdom,Quantum,ThetaBase Services,1,1,strict,1,0,0,1650.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,176,2.21,1.0,Guinea,1,1
32170,33514,Malta,Quantum,ThetaBase Services,1,2,moderate,1,1,0,1325.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,389,4.88,1.0,Marshall Islands,2,1
70355,12799,Indonesia,Plasma,ThetaBase Services,3,6,strict,3,0,0,4120.0,72.0,7.0,6.0,8.0,9.0,8.0,6.0,7,1.4,0.8,Faroe Islands,2,0
51642,40752,Malta,Plasma,ThetaBase Services,2,8,strict,4,0,0,3457.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,93,1.25,1.0,Tunisia,5,1
71059,13510,Guinea,Plasma,ThetaBase Services,1,2,strict,1,0,0,2690.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,82,1.05,1.0,Fiji,3,1
55078,26704,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,strict,1,1,0,1481.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,233,2.94,1.0,Malawi,2,1
15973,49765,Russian Federation,Plasma,ThetaBase Services,1,2,strict,1,0,0,2560.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,60,0.8,1.0,Uzbekistan,1,1
32906,42867,Malta,Plasma,ThetaBase Services,1,2,strict,0,0,0,2755.0,90.0,9.0,9.0,9.0,9.0,10.0,8.0,44,0.58,1.0,Indonesia,2,1
8171,12701,United Kingdom,Plasma,ThetaBase Services,1,2,strict,1,0,0,2040.0,89.0,9.0,8.0,10.0,10.0,10.0,9.0,13,0.3,1.0,Monaco,1,0
16911,48652,Nicaragua,Plasma,ThetaBase Services,2,4,moderate,2,1,0,2157.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,98,1.26,1.0,Isle of Man,1,1
30018,30797,Malta,Quantum,ThetaBase Services,1,2,strict,1,1,0,1780.0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,214,2.78,0.9,Tunisia,1,0
61949,14870,Nicaragua,Plasma,ThetaBase Services,2,2,flexible,1,0,0,2170.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.01,1.0,Jersey,1,1
53554,14034,Russian Federation,Quantum,ThetaBase Services,1,1,strict,0,0,0,1455.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,23,0.31,1.0,Russian Federation,1,0
45295,44336,United Kingdom,Plasma,ThetaBase Services,3,8,strict,3,0,0,2573.0,87.0,9.0,8.0,10.0,10.0,9.0,9.0,19,0.33,0.83,Monaco,1,1
55198,22860,Rwanda,Plasma,ThetaBase Services,2,5,strict,3,0,0,2287.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,14,0.39,1.0,Turkmenistan,2,1
15602,44578,Niue,Quantum,MCW Global,1,1,flexible,1,0,0,1234.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,45,0.68,1.0,Niue,2,1
66890,41378,Uzbekistan,Quantum,ThetaBase Services,1,2,moderate,2,0,0,1130.0,95.0,9.0,9.0,10.0,9.0,9.0,9.0,82,1.05,1.0,Kiribati,1,0
58105,36537,Niue,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1325.0,92.0,9.0,9.0,10.0,9.0,9.0,9.0,51,0.71,1.0,Guinea,1,1
873,17120,Rwanda,Plasma,ThetaBase Services,2,4,strict,3,0,0,2690.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,56,0.73,1.0,Uzbekistan,2,1
46642,17396,Faroe Islands,Quantum,ThetaBase Services,1,2,strict,1,0,0,1520.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,43,1.36,1.0,Micronesia,1,0
21016,5567,Barbados,Plasma,ThetaBase Services,2,3,moderate,1,0,0,2820.0,86.0,9.0,8.0,9.0,10.0,10.0,9.0,54,0.77,1.0,Bosnia and Herzegovina,2,1
